Date,Region,Product,Quantity,Unit Price,Cost,Revenue,Profit
2023-05-31,South,Mouse,3,13376,10270.15,40128,9317.550000000001
2023-05-31,South,Keyboard,3,6276,4057.25,18828,6656.25
2023-05-31,South,Laptop,2,11203,7944.21,22406,6517.58
2023-06-02,West,Headphones,4,3975,3070.49,15900,3618.040000000001
2023-06-02,East,Mouse,4,14039,10318.75,56156,14881.0
2023-06-03,Central,Mouse,4,2562,1685.44,10248,3506.24
2023-06-03,South,Phone,3,11421,9017.12,34263,7211.639999999998
2023-06-03,East,Monitor,4,9767,6984.4,39068,11130.400000000001
2023-06-04,North,Phone,3,10888,7412.54,32664,10426.380000000001
2023-06-04,East,Monitor,11,11316,9043.2,124476,25000.799999999992
2023-06-05,West,Smartwatch,4,4011,2779.74,16044,4925.040000000001
2023-06-06,Central,Smartwatch,3,4300,3577.79,12900,2166.63
2023-06-06,South,Camera,11,2388,1807.85,26268,6381.6500000000015
2023-06-07,Central,Tablet,13,11334,8466.65,147342,37275.55
2023-06-07,Central,Printer,14,1941,1249.34,27174,9683.240000000002
2023-06-07,North,Mouse,6,2574,1919.65,15444,3926.0999999999995
2023-06-07,South,Mouse,12,8633,6253.45,103596,28554.600000000002
2023-06-08,West,Camera,2,12789,9385.96,25578,6806.080000000002
2023-06-08,West,Printer,3,5469,4001.78,16407,4401.66
2023-06-08,Central,Keyboard,9,13904,10306.38,125136,32378.58000000001
2023-06-08,East,Printer,3,10098,6195.32,30294,11708.04
2023-06-09,West,Printer,8,7869,5771.32,62952,16781.440000000002
2023-06-10,Central,Headphones,12,12315,7752.75,147780,54747.0
2023-06-10,North,Smartwatch,14,12480,9390.63,174720,43251.18000000001
2023-06-10,East,Smartwatch,3,13581,8987.56,40743,13780.320000000002
2023-06-10,South,Printer,7,9218,6851.67,64526,16564.309999999998
2023-06-10,South,Laptop,5,1682,1019.84,8410,3310.7999999999997
2023-06-10,North,Keyboard,4,7799,4715.52,31196,12333.919999999998
2023-06-10,South,Headphones,5,8246,5811.75,41230,12171.25
2023-06-10,East,Tablet,10,7516,5565.81,75160,19501.899999999994
2023-06-12,North,Monitor,12,987,818.62,11844,2020.56
2023-06-12,West,Smartwatch,3,12888,10711.09,38664,6530.73
2023-06-13,South,Keyboard,5,3254,2233.02,16270,5104.9
2023-06-13,South,Camera,5,13155,11120.54,65775,10172.299999999996
2023-06-14,South,Tablet,13,7589,5362.31,98657,28946.969999999994
2023-06-14,North,Smartwatch,6,2969,2230.41,17814,4431.540000000001
2023-06-14,North,Monitor,9,9024,7524.96,81216,13491.36
2023-06-15,North,Laptop,12,13036,10648.99,156432,28644.120000000003
2023-06-15,Central,Headphones,7,1746,1268.78,12222,3340.54
2023-06-15,East,Camera,11,13628,11022.43,149908,28661.269999999997
2023-06-15,North,Printer,14,9133,7742.09,127862,19472.739999999998
2023-06-16,North,Tablet,9,2181,1318.6,19629,7761.6
2023-06-16,East,Tablet,12,8836,6995.19,106032,22089.720000000005
2023-06-16,Central,Mouse,7,12692,10296.79,88844,16766.469999999994
2023-06-16,South,Printer,8,2428,2002.39,19424,3404.879999999999
2023-06-17,North,Mouse,7,7811,6258.11,54677,10870.230000000003
2023-06-17,Central,Keyboard,7,14314,11849.4,100198,17252.200000000004
2023-06-18,Central,Mouse,7,11323,8731.86,79261,18137.979999999996
2023-06-18,West,Tablet,4,2951,2435.14,11804,2063.4400000000005
2023-06-18,South,Keyboard,1,6606,4804.25,6606,1801.75
2023-06-19,South,Headphones,8,9846,8117.08,78768,13831.36
2023-06-19,South,Laptop,9,7790,5870.11,70110,17279.010000000002
2023-06-19,North,Phone,5,6042,5056.41,30210,4927.950000000001
2023-06-20,South,Camera,2,5590,4027.75,11180,3124.5
2023-06-20,North,Phone,14,12598,8878.56,176372,52072.16
2023-06-20,West,Laptop,7,8370,6412.27,58590,13704.109999999997
2023-06-21,South,Smartwatch,14,11414,7406.17,159796,56109.619999999995
2023-06-21,South,Mouse,1,8618,5611.07,8618,3006.9300000000003
2023-06-21,North,Printer,12,8713,6108.32,104556,31256.160000000003
2023-06-21,West,Monitor,11,14083,10228.23,154913,42402.47
2023-06-22,West,Camera,14,2247,1669.86,31458,8079.960000000001
2023-06-22,South,Headphones,2,10928,7131.11,21856,7593.780000000001
2023-06-22,North,Keyboard,3,14415,9815.17,43245,13799.49
2023-06-22,Central,Monitor,2,14590,11321.47,29180,6537.060000000001
2023-06-22,Central,Camera,6,12390,8818.97,74340,21426.180000000004
2023-06-23,East,Smartwatch,9,3460,2193.62,31140,11397.420000000002
2023-06-23,South,Printer,14,12267,7893.23,171738,61232.780000000006
2023-06-23,Central,Tablet,5,6998,5736.66,34990,6306.700000000001
2023-06-23,West,Smartwatch,10,1242,988.0,12420,2540.0
2023-06-24,South,Mouse,11,4863,3672.0,53493,13101.0
2023-06-24,North,Monitor,12,1571,1073.3,18852,5972.400000000001
2023-06-26,Central,Laptop,3,6390,4435.72,19170,5862.839999999999
2023-06-26,North,Laptop,11,11990,7260.18,131890,52028.02
2023-06-26,Central,Laptop,13,13085,9198.73,170105,50521.51000000001
2023-06-27,Central,Tablet,12,5396,4342.67,64752,12639.96
2023-06-27,East,Keyboard,2,12365,9794.07,24730,5141.860000000001
2023-06-27,South,Tablet,8,3387,2291.29,27096,8765.68
2023-06-27,Central,Printer,4,12610,7793.65,50440,19265.4
2023-06-28,Central,Keyboard,5,6848,4558.9,34240,11445.500000000002
2023-06-28,Central,Headphones,10,6468,4604.51,64680,18634.899999999998
2023-06-28,West,Smartwatch,12,7161,5189.72,85932,23655.359999999997
2023-06-29,South,Monitor,2,11849,9688.76,23698,4320.48
2023-06-29,East,Smartwatch,13,1527,1140.9,19851,5019.299999999999
2023-06-29,North,Printer,10,13088,8397.62,130880,46903.79999999999
2023-06-30,West,Mouse,3,840,521.31,2520,956.0700000000002
2023-06-30,South,Keyboard,10,4429,3733.59,44290,6954.0999999999985
2023-06-30,Central,Headphones,9,1460,1158.73,13140,2711.43
2023-06-30,Central,Headphones,11,8982,5570.25,98802,37529.25
2023-06-30,West,Tablet,6,5378,3624.28,32268,10522.32
2023-07-01,North,Headphones,7,2746,2118.75,19222,4390.75
2023-07-02,East,Mouse,10,1526,1088.68,15260,4373.199999999999
2023-07-02,Central,Monitor,6,14131,10554.17,84786,21460.98
2023-07-02,Central,Smartwatch,3,8623,6886.93,25869,5208.209999999999
2023-07-03,East,Laptop,11,7428,5718.16,81708,18808.24
2023-07-03,West,Phone,10,7705,6447.11,77050,12578.900000000003
2023-07-03,East,Laptop,8,8680,6842.0,69440,14704.0
2023-07-04,East,Laptop,6,6076,3983.25,36456,12556.5
2023-07-04,West,Camera,8,1924,1619.5,15392,2436.0
2023-07-04,South,Monitor,6,8979,7146.01,53874,10997.939999999999
2023-07-05,West,Camera,5,11088,7732.43,55440,16777.85
2023-07-05,North,Mouse,7,11373,9076.23,79611,16077.390000000003
2023-07-05,West,Monitor,6,3751,2970.3,22506,4684.199999999999
2023-07-05,East,Keyboard,3,8229,5745.78,24687,7449.660000000001
2023-07-05,South,Tablet,3,8158,6774.62,24474,4150.14
2023-07-05,South,Keyboard,4,13968,10607.38,55872,13442.480000000003
2023-07-06,North,Monitor,3,6223,4345.79,18669,5631.63
2023-07-07,South,Printer,9,10935,7463.72,98415,31241.519999999997
2023-07-07,Central,Printer,1,1064,849.18,1064,214.82000000000005
2023-07-07,Central,Phone,4,12930,10963.39,51720,7866.440000000002
2023-07-07,East,Mouse,6,2156,1423.06,12936,4397.64
2023-07-08,Central,Camera,8,1140,857.75,9120,2258.0
2023-07-08,South,Headphones,13,14528,9825.36,188864,61134.31999999999
2023-07-08,Central,Smartwatch,4,7118,5939.73,28472,4713.080000000002
2023-07-09,Central,Keyboard,6,1578,1244.56,9468,2000.6400000000003
2023-07-10,North,Camera,11,2656,2160.38,29216,5451.819999999999
2023-07-10,North,Mouse,14,982,683.9,13748,4173.400000000001
2023-07-11,South,Phone,2,7780,5267.5,15560,5025.0
2023-07-11,South,Laptop,1,8095,4993.38,8095,3101.62
2023-07-12,East,Monitor,8,3107,2465.99,24856,5128.080000000002
2023-07-12,East,Phone,11,12406,8602.06,136466,41843.340000000004
2023-07-12,East,Headphones,14,1710,1342.76,23940,5141.360000000001
2023-07-12,South,Laptop,7,7201,4474.8,50407,19083.399999999998
2023-07-12,South,Phone,2,2642,1814.14,5284,1655.7199999999998
2023-07-13,South,Smartwatch,12,8411,5791.57,100932,31433.160000000003
2023-07-13,North,Keyboard,8,3152,2287.48,25216,6916.16
2023-07-14,East,Mouse,14,12750,8291.62,178500,62417.31999999999
2023-07-14,South,Phone,3,9356,5891.13,28068,10394.61
2023-07-14,North,Headphones,12,11148,7719.23,133776,41145.240000000005
2023-07-15,South,Monitor,8,5224,4009.58,41792,9715.36
2023-07-15,Central,Tablet,13,12551,9551.1,163163,38998.7
2023-07-15,South,Phone,3,9587,6322.41,28761,9793.77
2023-07-16,North,Headphones,1,3628,2345.58,3628,1282.42
2023-07-16,North,Smartwatch,13,993,605.08,12909,5042.959999999999
2023-07-16,South,Phone,5,9651,5939.3,48255,18558.5
2023-07-17,South,Smartwatch,3,11143,7029.7,33429,12339.900000000001
2023-07-19,Central,Phone,13,12667,8409.96,164671,55341.52000000001
2023-07-19,North,Mouse,4,13219,10636.83,52876,10328.68
2023-07-19,West,Printer,6,9115,6133.99,54690,17886.06
2023-07-20,South,Headphones,12,5499,3904.2,65988,19137.600000000002
2023-07-20,Central,Smartwatch,1,13782,8950.68,13782,4831.32
2023-07-20,Central,Mouse,13,12651,9414.48,164463,42074.76000000001
2023-07-21,Central,Monitor,9,8817,5342.42,79353,31271.22
2023-07-21,Central,Printer,1,10997,7351.13,10997,3645.87
2023-07-22,Central,Keyboard,7,6147,4296.43,43029,12953.989999999998
2023-07-22,Central,Monitor,4,11376,7994.85,45504,13524.599999999999
2023-07-22,Central,Headphones,4,12821,8898.97,51284,15688.120000000003
2023-07-22,North,Keyboard,8,10896,6687.75,87168,33666.0
2023-07-22,South,Laptop,3,8925,5641.76,26775,9849.72
2023-07-23,West,Tablet,14,14491,11528.52,202874,41474.719999999994
2023-07-23,West,Phone,4,13920,8824.45,55680,20382.199999999997
2023-07-23,East,Phone,2,8701,7003.99,17402,3394.0200000000004
2023-07-23,East,Phone,14,6461,4387.93,90454,29022.979999999996
2023-07-24,Central,Smartwatch,1,12441,8696.52,12441,3744.4799999999996
2023-07-24,North,Monitor,8,12163,9222.98,97304,23520.160000000003
2023-07-24,West,Mouse,9,11132,9180.44,100188,17564.039999999994
2023-07-25,North,Camera,11,2748,2165.09,30228,6412.009999999998
2023-07-25,Central,Phone,3,2870,2089.25,8610,2342.25
2023-07-25,South,Keyboard,5,2007,1436.08,10035,2854.6000000000004
2023-07-25,South,Tablet,6,10441,7159.41,62646,19689.54
2023-07-25,Central,Smartwatch,8,14327,9196.01,114616,41047.92
2023-07-26,South,Printer,10,9810,6923.23,98100,28867.700000000004
2023-07-27,North,Phone,5,7144,5137.04,35720,10034.8
2023-07-27,East,Keyboard,13,4917,3694.58,63921,15891.460000000001
2023-07-27,South,Tablet,5,8604,5532.46,43020,15357.7
2023-07-27,Central,Monitor,8,982,719.78,7856,2097.76
2023-07-28,East,Camera,12,3458,2123.27,41496,16016.76
2023-07-28,North,Camera,7,12538,8432.22,87766,28740.460000000006
2023-07-28,North,Laptop,12,2550,1559.61,30600,11884.68
2023-07-29,West,Monitor,2,13349,9710.29,26698,7277.419999999998
2023-07-29,North,Laptop,13,10804,7811.88,140452,38897.56
2023-07-29,North,Headphones,7,5452,3419.93,38164,14224.490000000002
2023-07-30,West,Laptop,3,3061,2589.67,9183,1413.9899999999998
2023-07-30,East,Monitor,1,2028,1527.54,2028,500.46000000000004
2023-07-30,Central,Camera,6,11519,7779.5,69114,22437.0
2023-07-30,West,Headphones,7,7383,4486.99,51681,20272.07
2023-07-30,South,Smartwatch,13,3024,2567.9,39312,5929.299999999999
2023-07-31,Central,Printer,8,9258,6714.93,74064,20344.559999999998
2023-08-01,South,Camera,14,10833,8105.96,151662,38178.56
2023-08-02,East,Camera,5,7388,4650.24,36940,13688.800000000001
2023-08-02,Central,Printer,9,9731,6438.5,87579,29632.5
2023-08-02,Central,Mouse,13,14486,12139.33,188318,30506.71
2023-08-03,North,Laptop,12,13169,8766.72,158028,52827.36000000001
2023-08-03,North,Tablet,7,2799,1972.73,19593,5783.889999999999
2023-08-04,South,Phone,4,14186,10794.05,56744,13567.800000000003
2023-08-04,West,Camera,3,2770,1728.47,8310,3124.59
2023-08-05,North,Headphones,13,13735,9213.04,178555,58785.47999999999
2023-08-05,South,Tablet,12,3545,2594.06,42540,11411.28
2023-08-05,Central,Tablet,7,12577,9424.54,88039,22067.219999999994
2023-08-05,East,Smartwatch,14,12980,8617.77,181720,61071.219999999994
2023-08-05,East,Camera,1,12395,7703.77,12395,4691.23
2023-08-05,Central,Laptop,2,14940,9571.54,29880,10736.919999999998
2023-08-06,East,Keyboard,8,2297,1817.37,18376,3837.040000000001
2023-08-06,East,Headphones,9,12588,8755.71,113292,34490.61000000001
2023-08-07,South,Tablet,11,5728,4262.39,63008,16121.709999999995
2023-08-07,West,Keyboard,3,8270,5744.62,24810,7576.14
2023-08-08,West,Laptop,6,13932,8717.6,83592,31286.399999999998
2023-08-08,South,Keyboard,4,7966,5333.58,31864,10529.68
2023-08-08,South,Keyboard,5,3600,2816.76,18000,3916.199999999999
2023-08-08,West,Headphones,1,8750,7412.77,8750,1337.2299999999996
2023-08-09,West,Laptop,10,14124,8595.24,141240,55287.600000000006
2023-08-09,South,Phone,1,11981,8322.0,11981,3659.0
2023-08-09,South,Camera,5,3424,2584.12,17120,4199.400000000001
2023-08-09,North,Keyboard,10,12727,10033.94,127270,26930.599999999995
2023-08-10,North,Keyboard,10,8198,6896.66,81980,13013.400000000001
2023-08-11,Central,Smartwatch,3,7363,5365.69,22089,5991.930000000001
2023-08-11,Central,Mouse,9,2027,1230.12,18243,7171.920000000001
2023-08-11,West,Printer,7,8558,6553.51,59906,14031.429999999998
2023-08-12,East,Laptop,4,10229,8599.48,40916,6518.080000000002
2023-08-12,South,Headphones,4,8589,6059.74,34356,10117.04
2023-08-13,Central,Smartwatch,1,2116,1341.22,2116,774.78
2023-08-13,East,Monitor,7,7176,4975.1,50232,15406.299999999997
2023-08-14,East,Smartwatch,12,10015,6135.73,120180,46551.240000000005
2023-08-14,North,Laptop,7,3912,2605.49,27384,9145.570000000002
2023-08-15,West,Tablet,14,11382,7540.73,159348,53777.780000000006
2023-08-16,North,Monitor,4,4596,3498.53,18384,4389.879999999999
2023-08-16,Central,Smartwatch,6,14164,9963.41,84984,25203.54
2023-08-16,South,Phone,2,6618,4530.68,13236,4174.639999999999
2023-08-16,Central,Phone,13,14926,9757.96,194038,67184.52000000002
2023-08-16,West,Printer,4,6209,4397.37,24836,7246.52
2023-08-16,North,Smartwatch,13,6706,4805.98,87178,24700.260000000006
2023-08-17,North,Camera,4,4501,3520.18,18004,3923.2800000000007
2023-08-17,South,Laptop,4,7884,5610.61,31536,9093.560000000001
2023-08-17,East,Phone,12,5379,3539.51,64548,22073.879999999997
2023-08-17,South,Mouse,8,4825,2953.05,38600,14975.599999999999
2023-08-17,North,Printer,4,4765,3607.38,19060,4630.48
2023-08-17,West,Keyboard,5,8843,6283.53,44215,12797.350000000002
2023-08-17,East,Monitor,6,1787,1325.42,10722,2769.4799999999996
2023-08-18,North,Headphones,1,7961,5387.72,7961,2573.2799999999997
2023-08-18,South,Laptop,10,14435,8855.67,144350,55793.3
2023-08-18,West,Monitor,9,10170,7046.54,91530,28111.14
2023-08-18,Central,Camera,9,6155,4205.59,55395,17544.69
2023-08-19,North,Laptop,2,6868,4476.04,13736,4783.92
2023-08-19,West,Monitor,14,8888,5989.88,124432,40573.68
2023-08-19,Central,Headphones,11,2261,1781.37,24871,5275.930000000001
2023-08-19,East,Tablet,8,1772,1112.28,14176,5277.76
2023-08-20,West,Camera,6,2663,2221.32,15978,2650.079999999999
2023-08-20,West,Keyboard,6,6577,5092.16,39462,8909.04
2023-08-20,North,Monitor,13,2798,2261.52,36374,6974.24
2023-08-21,West,Monitor,2,10135,6809.31,20270,6651.379999999999
2023-08-21,East,Tablet,14,5712,3922.85,79968,25048.100000000002
2023-08-22,East,Camera,12,2278,1660.67,27336,7407.959999999999
2023-08-22,East,Tablet,13,3184,1978.47,41392,15671.89
2023-08-23,Central,Tablet,3,14770,10552.85,44310,12651.449999999999
2023-08-23,East,Camera,2,13909,9536.09,27818,8745.82
2023-08-24,East,Printer,5,12744,10821.64,63720,9611.800000000003
2023-08-25,South,Monitor,12,2807,2372.22,33684,5217.360000000002
2023-08-25,West,Headphones,7,5697,4564.2,39879,7929.600000000001
2023-08-25,South,Laptop,5,1655,1134.15,8275,2604.2499999999995
2023-08-26,West,Phone,10,11233,6821.21,112330,44117.9
2023-08-26,South,Laptop,12,2623,1807.99,31476,9780.119999999999
2023-08-26,North,Headphones,8,8280,5932.88,66240,18776.96
2023-08-26,West,Printer,7,3790,2524.28,26530,8860.039999999999
2023-08-26,South,Printer,5,4073,2482.18,20365,7954.1
2023-08-27,South,Keyboard,5,2239,1628.87,11195,3050.6500000000005
2023-08-27,South,Tablet,12,14915,11084.93,178980,45960.84
2023-08-27,North,Keyboard,12,13752,10545.27,165024,38480.759999999995
2023-08-28,South,Tablet,7,1940,1296.31,13580,4505.83
2023-08-28,Central,Headphones,12,2524,1679.1,30288,10138.800000000001
2023-08-29,East,Mouse,6,6729,5402.77,40374,7957.379999999997
2023-08-31,South,Keyboard,4,4540,3109.9,18160,5720.4
2023-08-31,West,Headphones,2,9153,6166.02,18306,5973.959999999999
2023-08-31,East,Smartwatch,14,11359,6915.92,159026,62203.119999999995
2023-08-31,South,Tablet,12,12748,10228.38,152976,30235.44000000001
2023-08-31,South,Keyboard,2,7216,5878.34,14432,2675.3199999999997
2023-09-01,East,Phone,9,10579,6646.91,95211,35388.81
2023-09-01,West,Camera,6,11371,6951.76,68226,26515.44
2023-09-02,South,Monitor,4,11269,6965.9,45076,17212.4
2023-09-02,East,Phone,5,1223,869.35,6115,1768.25
2023-09-02,South,Smartwatch,10,13110,10614.39,131100,24956.100000000006
2023-09-03,West,Mouse,6,1570,980.27,9420,3538.38
2023-09-03,West,Smartwatch,9,13766,8645.74,123894,46082.340000000004
2023-09-04,East,Keyboard,5,2805,1856.66,14025,4741.7
2023-09-04,West,Laptop,2,8368,5667.13,16736,5401.74
2023-09-04,Central,Tablet,11,11686,8313.71,128546,37095.19000000001
2023-09-04,North,Camera,14,13425,11109.2,187950,32421.19999999999
2023-09-05,Central,Phone,4,4437,3734.13,17748,2811.4799999999996
2023-09-05,North,Printer,14,10449,7631.21,146286,39449.06
2023-09-05,East,Keyboard,7,13927,8575.8,97489,37458.40000000001
2023-09-05,South,Phone,12,7265,4812.1,87180,29434.799999999996
2023-09-06,East,Smartwatch,11,5863,4813.72,64493,11542.079999999998
2023-09-06,Central,Headphones,10,7338,4454.5,73380,28835.0
2023-09-06,South,Mouse,5,915,641.18,4575,1369.1000000000004
2023-09-07,South,Keyboard,10,9968,6199.59,99680,37684.1
2023-09-08,North,Printer,11,3523,2546.65,38753,10739.849999999999
2023-09-08,Central,Headphones,4,12439,8011.66,49756,17709.36
2023-09-08,South,Smartwatch,9,10050,8314.43,90450,15620.129999999997
2023-09-08,East,Smartwatch,6,9631,7819.94,57786,10866.360000000002
2023-09-08,West,Tablet,4,2435,1467.75,9740,3869.0
2023-09-09,West,Tablet,12,13213,7953.85,158556,63109.799999999996
2023-09-09,Central,Phone,8,7068,5442.77,56544,13001.839999999997
2023-09-09,West,Mouse,6,14887,9870.15,89322,30101.100000000002
2023-09-09,East,Phone,12,4037,2949.1,48444,13054.800000000001
2023-09-09,West,Monitor,14,8635,6134.14,120890,35012.03999999999
2023-09-10,North,Camera,4,4706,3520.08,18824,4743.68
2023-09-10,West,Laptop,8,13620,10971.51,108960,21187.92
2023-09-10,East,Laptop,8,11932,9970.95,95456,15688.399999999994
2023-09-11,East,Printer,10,6424,4151.97,64240,22720.299999999996
2023-09-12,Central,Printer,13,10602,6980.85,137826,47074.95
2023-09-12,East,Smartwatch,11,5688,4056.44,62568,17947.16
2023-09-13,East,Printer,8,12046,8660.69,96368,27082.479999999996
2023-09-15,East,Laptop,9,7719,5077.66,69471,23772.06
2023-09-15,East,Monitor,8,2474,1702.95,19792,6168.4
2023-09-15,North,Mouse,12,12781,8967.89,153372,45757.32000000001
2023-09-15,Central,Mouse,11,9059,7571.09,99649,16367.009999999998
2023-09-15,North,Tablet,8,13357,11040.85,106856,18529.199999999997
2023-09-16,North,Keyboard,5,5293,3874.29,26465,7093.55
2023-09-16,North,Camera,2,10978,7079.89,21956,7796.219999999999
2023-09-16,Central,Laptop,5,10391,8380.26,51955,10053.699999999999
2023-09-16,South,Camera,9,12870,9288.17,115830,32236.47
2023-09-17,East,Phone,14,6751,4635.66,94514,29614.760000000002
2023-09-17,North,Monitor,5,14192,9624.69,70960,22836.549999999996
2023-09-17,East,Camera,4,1898,1502.39,7592,1582.4399999999996
2023-09-18,West,Smartwatch,6,14918,10612.8,89508,25831.200000000004
2023-09-18,Central,Headphones,10,10514,7228.71,105140,32852.9
2023-09-18,South,Smartwatch,8,12231,9033.12,97848,25583.039999999994
2023-09-19,East,Phone,9,11504,7208.67,103536,38657.97
2023-09-20,West,Smartwatch,4,938,666.98,3752,1084.08
2023-09-20,West,Laptop,3,824,530.41,2472,880.7700000000001
2023-09-21,South,Mouse,6,14793,11668.18,88758,18748.92
2023-09-21,North,Headphones,7,7692,5195.04,53844,17478.72
2023-09-21,Central,Smartwatch,5,2768,1745.93,13840,5110.349999999999
2023-09-22,Central,Headphones,6,12649,9220.23,75894,20572.620000000003
2023-09-22,East,Keyboard,14,2615,1851.31,36610,10691.66
2023-09-22,East,Monitor,7,11178,8635.17,78246,17799.809999999998
2023-09-23,North,Headphones,8,14377,10409.89,115016,31736.880000000005
2023-09-24,West,Smartwatch,8,13736,8490.12,109888,41967.03999999999
2023-09-25,Central,Printer,14,9648,8021.94,135072,22764.840000000004
2023-09-25,North,Headphones,7,14139,8956.72,98973,36275.96000000001
2023-09-26,West,Tablet,14,14639,10905.02,204946,52275.719999999994
2023-09-26,North,Camera,2,4628,3864.22,9256,1527.5600000000004
2023-09-26,North,Printer,2,4833,3483.1,9666,2699.8
2023-09-26,South,Printer,1,3459,2410.9,3459,1048.1
2023-09-27,North,Monitor,6,14141,9677.86,84846,26778.839999999997
2023-09-27,South,Monitor,8,6447,3920.03,51576,20215.76
2023-09-28,East,Printer,3,10636,6823.53,31908,11437.41
2023-09-28,North,Monitor,3,12785,8466.73,38355,12954.810000000001
2023-09-28,South,Camera,13,1164,827.01,15132,4380.87
2023-09-28,East,Monitor,14,11307,8265.45,158298,42581.69999999999
2023-09-29,Central,Printer,5,8868,5824.21,44340,15218.95
2023-09-29,North,Mouse,7,5886,3896.62,41202,13925.66
2023-09-29,South,Phone,14,13518,9797.57,189252,52086.020000000004
2023-09-30,South,Camera,2,12751,8418.57,25502,8664.86
2023-10-01,East,Mouse,4,4541,3728.24,18164,3251.040000000001
2023-10-01,North,Phone,7,3852,2742.12,26964,7769.160000000001
2023-10-03,West,Tablet,2,3934,2474.73,7868,2918.54
2023-10-03,East,Mouse,8,3279,2637.97,26232,5128.240000000002
2023-10-04,North,Tablet,14,13720,9469.76,192080,59503.36
2023-10-04,East,Laptop,1,4036,3184.83,4036,851.1700000000001
2023-10-04,East,Keyboard,9,1131,836.78,10179,2647.9800000000005
2023-10-04,South,Smartwatch,1,2758,2146.36,2758,611.6399999999999
2023-10-05,North,Smartwatch,7,2348,1531.05,16436,5718.650000000001
2023-10-05,East,Laptop,10,2178,1482.3,21780,6957.0
2023-10-05,West,Monitor,14,12642,10528.7,176988,29586.19999999999
2023-10-05,West,Monitor,7,7990,5914.69,55930,14527.170000000002
2023-10-06,West,Mouse,7,13629,9762.89,95403,27062.770000000004
2023-10-06,South,Tablet,5,2260,1672.72,11300,2936.3999999999996
2023-10-06,East,Laptop,5,9901,7610.82,49505,11450.900000000001
2023-10-06,South,Printer,1,9934,6450.71,9934,3483.29
2023-10-06,Central,Camera,2,1585,1141.31,3170,887.3800000000001
2023-10-06,North,Camera,8,7250,5549.22,58000,13606.239999999998
2023-10-07,Central,Phone,12,1182,940.75,14184,2895.0
2023-10-07,North,Phone,7,12683,8083.0,88781,32200.0
2023-10-09,South,Camera,14,1192,899.56,16688,4094.1600000000008
2023-10-09,North,Phone,12,14532,10762.12,174384,45238.55999999999
2023-10-09,North,Smartwatch,2,14747,11056.42,29494,7381.16
2023-10-09,North,Laptop,13,4607,3130.48,59891,19194.76
2023-10-10,South,Keyboard,7,9887,8305.54,69209,11070.219999999994
2023-10-10,East,Camera,6,3746,2970.4,22476,4653.599999999999
2023-10-10,West,Camera,5,10003,7072.03,50015,14654.850000000002
2023-10-10,Central,Smartwatch,13,4635,3791.5,60255,10965.5
2023-10-10,South,Printer,10,2242,1372.78,22420,8692.2
2023-10-11,West,Tablet,5,4630,3916.05,23150,3569.749999999999
2023-10-11,West,Monitor,10,10564,6763.12,105640,38008.8
2023-10-11,Central,Printer,7,8729,5761.42,61103,20773.059999999998
2023-10-11,East,Mouse,13,10301,6384.29,133913,50917.23
2023-10-11,Central,Camera,5,11504,8091.13,57520,17064.35
2023-10-12,West,Laptop,13,13669,10943.59,177697,35430.33
2023-10-13,East,Camera,3,2255,1592.95,6765,1986.1499999999999
2023-10-13,South,Headphones,3,4954,3121.63,14862,5497.11
2023-10-13,South,Headphones,8,14267,9222.74,114136,40354.08
2023-10-13,North,Phone,2,12040,9314.05,24080,5451.9000000000015
2023-10-14,South,Tablet,14,13405,10679.17,187670,38161.619999999995
2023-10-14,North,Headphones,7,9189,6499.77,64323,18824.609999999997
2023-10-14,North,Mouse,1,5875,4307.63,5875,1567.37
2023-10-14,East,Phone,12,6426,4836.27,77112,19076.759999999995
2023-10-15,South,Monitor,8,11440,8437.25,91520,24022.0
2023-10-15,West,Tablet,9,4544,3380.73,40896,10469.43
2023-10-15,North,Printer,10,7152,5737.68,71520,14143.199999999997
2023-10-16,South,Headphones,13,9931,7478.02,129103,31888.739999999994
2023-10-17,East,Mouse,14,10077,6851.76,141078,45153.36
2023-10-18,East,Headphones,5,10759,7434.28,53795,16623.600000000002
2023-10-18,Central,Tablet,3,4020,2981.54,12060,3115.38
2023-10-18,South,Keyboard,6,1275,803.87,7650,2826.7799999999997
2023-10-18,North,Tablet,4,6893,4885.39,27572,8030.439999999999
2023-10-18,South,Printer,9,9927,8006.17,89343,17287.47
2023-10-18,East,Keyboard,4,14119,9540.21,56476,18315.160000000003
2023-10-19,Central,Tablet,13,7391,5567.56,96083,23704.719999999994
2023-10-19,South,Tablet,9,1085,851.91,9765,2097.8100000000004
2023-10-19,South,Monitor,13,10062,6536.1,130806,45836.7
2023-10-19,Central,Keyboard,13,12132,8545.16,157716,46628.92
2023-10-20,Central,Phone,3,12814,8958.21,38442,11567.370000000003
2023-10-21,North,Mouse,7,14133,9622.14,98931,31576.020000000004
2023-10-21,East,Keyboard,1,3237,2485.0,3237,752.0
2023-10-22,Central,Mouse,10,1519,953.44,15190,5655.599999999999
2023-10-22,South,Phone,10,11550,6936.32,115500,46136.8
2023-10-22,West,Headphones,14,11823,7276.5,165522,63651.0
2023-10-23,Central,Laptop,6,13252,8436.97,79512,28890.180000000004
2023-10-23,East,Keyboard,11,9788,6275.68,107668,38635.52
2023-10-23,South,Smartwatch,2,10328,7218.84,20656,6218.32
2023-10-23,Central,Keyboard,11,3753,2889.53,41283,9498.169999999998
